0	-7840	0
1	936.497	-664.893
2	440.29	2359.52
3	-347.459	1292.81
4	-806.899	1090.14
5	676.09	1077.25
6	-273.568	-826.971
7	626.622	-1154.76
8	877.326	1371.65
9	85.2663	1377.54
10	573.438	508.266
11	-1318.8	-1318.28
12	-748.257	-338.605
13	-302.629	77.2927
14	-1254.79	-608.287
15	186.217	-558.615
16	605.245	8.9069
17	79.2203	-815.553
18	212.976	759.264
19	174.207	-931.931
20	-13.3392	266.694
21	-128.617	-377.812
22	86.1508	14.6799
23	-27.7853	549.099
24	78.911	441.899
25	413.058	-406.976
26	106.104	-124.933
27	-70.1531	105.096
28	125.199	416.742
29	-336.571	206.759
30	-205.913	373.555
31	46.6005	49.0192
32	32.8378	-162.282
33	64.2631	-127.924
34	59.6466	-69.8227
35	156.317	-24.2154
36	30.7929	-79.2573
37	-40.2321	142.214
38	-113.998	60.6356
39	42.9654	25.2672
40	30.8987	-40.0509
41	30.7927	20.4837
42	-5.20163	49.5735
43	62.9389	-26.7417
44	2.87068	-3.36424
45	28.7463	-18.9778
46	-4.3391	0.82363
47	20.2405	-45.7074
48	47.007	-26.4979
49	2.93181	-40.1714
50	2.4665	-18.9624
51	39.6144	-111.48
52	-23.4381	66.2193
53	23.8162	6.03315
54	-12.4119	27.135
55	-4.52487	-14.1473
56	6.11229	3.75538
57	-18.2304	-41.4345
58	36.4046	-2.61277
59	-10.4711	-8.13152
60	-0.2757	21.8848
61	-11.9222	-37.2145
62	9.40254	0.752413
63	12.4845	14.5244
64	43.5092	3.47426
65	1.94436	1.626
66	15.6827	-10.9653
67	-6.79007	-5.53285
68	12.9501	-47.0989
69	9.7482	-16.8574
70	2.89152	1.42479
71	22.0255	13.3099
72	9.20255	72.6448
73	-33.1822	-45.9882
74	-27.9083	26.2771
75	-14.4248	-15.2009
76	42.826	-24.3657
77	17.2581	-2.02112
78	-15.9894	-122.188
79	8.40712	65.2708
80	36.5261	6.49921
81	-39.7527	-13.3783
82	25.8013	-1.11149
83	-14.8044	7.09475
84	13.4597	-29.9881
85	-0.581226	-14.9207
86	-2.95554	24.4536
87	-3.83849	1.79474
88	-9.14849	-9.20929
89	-28	0
90	-9.14849	9.20929
91	-3.83849	-1.79474
92	-2.95554	-24.4536
93	-0.581226	14.9207
94	13.4597	29.9881
95	-14.8044	-7.09475
96	25.8013	1.11149
97	-39.7527	13.3783
98	36.5261	-6.49921
99	8.40712	-65.2708
100	-15.9894	122.188
101	17.2581	2.02112
102	42.826	24.3657
103	-14.4248	15.2009
104	-27.9083	-26.2771
105	-33.1822	45.9882
106	9.20255	-72.6448
107	22.0255	-13.3099
108	2.89152	-1.42479
109	9.7482	16.8574
110	12.9501	47.0989
111	-6.79007	5.53285
112	15.6827	10.9653
113	1.94436	-1.626
114	43.5092	-3.47426
115	12.4845	-14.5244
116	9.40254	-0.752413
117	-11.9222	37.2145
118	-0.2757	-21.8848
119	-10.4711	8.13152
120	36.4046	2.61277
121	-18.2304	41.4345
122	6.11229	-3.75538
123	-4.52487	14.1473
124	-12.4119	-27.135
125	23.8162	-6.03315
126	-23.4381	-66.2193
127	39.6144	111.48
128	2.4665	18.9624
129	2.93181	40.1714
130	47.007	26.4979
131	20.2405	45.7074
132	-4.3391	-0.82363
133	28.7463	18.9778
134	2.87068	3.36424
135	62.9389	26.7417
136	-5.20163	-49.5735
137	30.7927	-20.4837
138	30.8987	40.0509
139	42.9654	-25.2672
140	-113.998	-60.6356
141	-40.2321	-142.214
142	30.7929	79.2573
143	156.317	24.2154
144	59.6466	69.8227
145	64.2631	127.924
146	32.8378	162.282
147	46.6005	-49.0192
148	-205.913	-373.555
149	-336.571	-206.759
150	125.199	-416.742
151	-70.1531	-105.096
152	106.104	124.933
153	413.058	406.976
154	78.911	-441.899
155	-27.7853	-549.099
156	86.1508	-14.6799
157	-128.617	377.812
158	-13.3392	-266.694
159	174.207	931.931
160	212.976	-759.264
161	79.2203	815.553
162	605.245	-8.9069
163	186.217	558.615
164	-1254.79	608.287
165	-302.629	-77.2927
166	-748.257	338.605
167	-1318.8	1318.28
168	573.438	-508.266
169	85.2663	-1377.54
170	877.326	-1371.65
171	626.622	1154.76
172	-273.568	826.971
173	676.09	-1077.25
174	-806.899	-1090.14
175	-347.459	-1292.81
176	440.29	-2359.52
177	936.497	664.893
